x0,x1,func_val
1.004479452967643738e-01,1.005599424242973328e-01,1.639632582664489746e+00
1.009019315242767334e-01,1.011293455958366394e-01,1.639624953269958496e+00
1.013621017336845398e-01,1.017084717750549316e-01,1.639617204666137695e+00
1.018285974860191345e-01,1.022976040840148926e-01,1.639608979225158691e+00
1.023015603423118591e-01,1.028970330953598022e-01,1.639600515365600586e+00
1.027811467647552490e-01,1.035070568323135376e-01,1.639591932296752930e+00
1.032675057649612427e-01,1.041279956698417664e-01,1.639582991600036621e+00
1.037608012557029724e-01,1.047601774334907532e-01,1.639573574066162109e+00
1.042611971497535706e-01,1.054039373993873596e-01,1.639564156532287598e+00
1.047688648104667664e-01,1.060596406459808350e-01,1.639554262161254883e+00
1.052839830517768860e-01,1.067276522517204285e-01,1.639544010162353516e+00
1.058067381381988525e-01,1.074083596467971802e-01,1.639533281326293945e+00
1.063373163342475891e-01,1.081021726131439209e-01,1.639522314071655273e+00
1.068759188055992126e-01,1.088095158338546753e-01,1.639510869979858398e+00
1.074227392673492432e-01,1.095308363437652588e-01,1.639499068260192871e+00
1.079779937863349915e-01,1.102665960788726807e-01,1.639486789703369141e+00
1.085419058799743652e-01,1.110172793269157410e-01,1.639474153518676758e+00
1.091146916151046753e-01,1.117833927273750305e-01,1.639460921287536621e+00
1.096965968608856201e-01,1.125654727220535278e-01,1.639447212219238281e+00
1.102878600358963013e-01,1.133640781044960022e-01,1.639433026313781738e+00
1.108887270092964172e-01,1.141797974705696106e-01,1.639418125152587891e+00
1.114994660019874573e-01,1.150132492184638977e-01,1.639402866363525391e+00
1.121203526854515076e-01,1.158650815486907959e-01,1.639386773109436035e+00
1.127516701817512512e-01,1.167359799146652222e-01,1.639369964599609375e+00
1.133937090635299683e-01,1.176266595721244812e-01,1.639352679252624512e+00
1.140467748045921326e-01,1.185378804802894592e-01,1.639334678649902344e+00
1.147111803293228149e-01,1.194704324007034302e-01,1.639315605163574219e+00
1.153872683644294739e-01,1.204251646995544434e-01,1.639295935630798340e+00
1.160753741860389709e-01,1.214029639959335327e-01,1.639275312423706055e+00
1.167758628726005554e-01,1.224047616124153137e-01,1.639253616333007812e+00
1.174891069531440735e-01,1.234315633773803711e-01,1.639230966567993164e+00
1.182154938578605652e-01,1.244844123721122742e-01,1.639207363128662109e+00
1.189554333686828613e-01,1.255644261837005615e-01,1.639182686805725098e+00
1.197093501687049866e-01,1.266727894544601440e-01,1.639156579971313477e+00
1.204776838421821594e-01,1.278107464313507080e-01,1.639129281044006348e+00
1.212609037756919861e-01,1.289796382188796997e-01,1.639100790023803711e+00
1.220594942569732666e-01,1.301808804273605347e-01,1.639070630073547363e+00
1.228739619255065918e-01,1.314159929752349854e-01,1.639038920402526855e+00
1.237048357725143433e-01,1.326865702867507935e-01,1.639005661010742188e+00
1.245526671409606934e-01,1.339943557977676392e-01,1.638970375061035156e+00
1.254180520772933960e-01,1.353411674499511719e-01,1.638933300971984863e+00
1.263015866279602051e-01,1.367289870977401733e-01,1.638894081115722656e+00
1.272039115428924561e-01,1.381599158048629761e-01,1.638852596282958984e+00
1.281257122755050659e-01,1.396362185478210449e-01,1.638808727264404297e+00
1.290676891803741455e-01,1.411603242158889771e-01,1.638762235641479492e+00
1.300305873155593872e-01,1.427348703145980835e-01,1.638712644577026367e+00
1.310151815414428711e-01,1.443626582622528076e-01,1.638660192489624023e+00
1.320223063230514526e-01,1.460467427968978882e-01,1.638604283332824707e+00
1.330528259277343750e-01,1.477904170751571655e-01,1.638544797897338867e+00
1.341076493263244629e-01,1.495972573757171631e-01,1.638481140136718750e+00
1.351877450942993164e-01,1.514711380004882812e-01,1.638413190841674805e+00
1.362941414117813110e-01,1.534162759780883789e-01,1.638340473175048828e+00
1.374279111623764038e-01,1.554372608661651611e-01,1.638262271881103516e+00
1.385901868343353271e-01,1.575390994548797607e-01,1.638178348541259766e+00
1.397821903228759766e-01,1.597272902727127075e-01,1.638087987899780273e+00
1.410051882266998291e-01,1.620078533887863159e-01,1.637990355491638184e+00
1.422605514526367188e-01,1.643874198198318481e-01,1.637884855270385742e+00
1.435497254133224487e-01,1.668732762336730957e-01,1.637770414352416992e+00
1.448742300271987915e-01,1.694734990596771240e-01,1.637646198272705078e+00
1.462357193231582642e-01,1.721970438957214355e-01,1.637510895729064941e+00
1.476359218358993530e-01,1.750538647174835205e-01,1.637362837791442871e+00
1.490767002105712891e-01,1.780550628900527954e-01,1.637200832366943359e+00
1.505600363016128540e-01,1.812130808830261230e-01,1.637022495269775391e+00
1.520880460739135742e-01,1.845418810844421387e-01,1.636826038360595703e+00
1.536630243062973022e-01,1.880572289228439331e-01,1.636608362197875977e+00
1.552873849868774414e-01,1.917769908905029297e-01,1.636366486549377441e+00
1.569637656211853027e-01,1.957214772701263428e-01,1.636096477508544922e+00
1.586949676275253296e-01,1.999139040708541870e-01,1.635793685913085938e+00
1.604840159416198730e-01,2.043809741735458374e-01,1.635452508926391602e+00
1.623341888189315796e-01,2.091535329818725586e-01,1.635065674781799316e+00
1.642490178346633911e-01,2.142674326896667480e-01,1.634624958038330078e+00
1.662323325872421265e-01,2.197646200656890869e-01,1.634119153022766113e+00
1.682882755994796753e-01,2.256945222616195679e-01,1.633534669876098633e+00
1.704213470220565796e-01,2.321158200502395630e-01,1.632853865623474121e+00
1.726364344358444214e-01,2.390987873077392578e-01,1.632053971290588379e+00
1.749389022588729858e-01,2.467283308506011963e-01,1.631104588508605957e+00
1.773345768451690674e-01,2.551081180572509766e-01,1.629965782165527344e+00
1.798298656940460205e-01,2.643661201000213623e-01,1.628582477569580078e+00
1.824317872524261475e-01,2.746623754501342773e-01,1.626879215240478516e+00
1.851480901241302490e-01,2.861997485160827637e-01,1.624747753143310547e+00
1.879872977733612061e-01,2.992395758628845215e-01,1.622031450271606445e+00
1.909588575363159180e-01,3.141245841979980469e-01,1.618495941162109375e+00
1.940732598304748535e-01,3.313133418560028076e-01,1.613779187202453613e+00
1.973421871662139893e-01,3.514339029788970947e-01,1.607300996780395508e+00
2.007786631584167480e-01,3.753694593906402588e-01,1.598089933395385742e+00
2.043973207473754883e-01,4.044000506401062012e-01,1.584435462951660156e+00
2.082146108150482178e-01,4.404453039169311523e-01,1.563146710395812988e+00
2.122491151094436646e-01,4.864926636219024658e-01,1.527864456176757812e+00
2.165219187736511230e-01,5.473596453666687012e-01,1.465021848678588867e+00
2.210570424795150757e-01,6.309509873390197754e-01,1.344336152076721191e+00
2.258819937705993652e-01,7.493199706077575684e-01,1.104709982872009277e+00
2.310284376144409180e-01,9.106500744819641113e-01,7.329743504524230957e-01
2.365330308675765991e-01,1.042718529701232910e+00,6.681760549545288086e-01
2.424384504556655884e-01,9.270830154418945312e-01,7.027564644813537598e-01
2.487947344779968262e-01,1.043674111366271973e+00,6.686583757400512695e-01
2.556609511375427246e-01,9.249578714370727539e-01,7.050276994705200195e-01
2.631073296070098877e-01,1.043740272521972656e+00,6.672418117523193359e-01
