x0,x1,func_val
1.005119383335113525e-01,1.006399393081665039e-01,1.639631628990173340e+00
1.010317727923393250e-01,1.012922376394271851e-01,1.639622807502746582e+00
1.015597134828567505e-01,1.019572988152503967e-01,1.639613628387451172e+00
1.020959764719009399e-01,1.026355475187301636e-01,1.639604210853576660e+00
1.026407778263092041e-01,1.033274158835411072e-01,1.639594554901123047e+00
1.031943410634994507e-01,1.040333732962608337e-01,1.639584302902221680e+00
1.037569120526313782e-01,1.047538965940475464e-01,1.639573812484741211e+00
1.043287292122840881e-01,1.054894924163818359e-01,1.639562726020812988e+00
1.049100533127784729e-01,1.062406897544860840e-01,1.639551520347595215e+00
1.055011451244354248e-01,1.070080474019050598e-01,1.639539599418640137e+00
1.061022803187370300e-01,1.077921465039253235e-01,1.639527320861816406e+00
1.067137494683265686e-01,1.085936054587364197e-01,1.639514446258544922e+00
1.073358505964279175e-01,1.094130724668502808e-01,1.639501094818115234e+00
1.079688891768455505e-01,1.102512329816818237e-01,1.639487028121948242e+00
1.086131930351257324e-01,1.111087948083877563e-01,1.639472484588623047e+00
1.092690974473953247e-01,1.119865179061889648e-01,1.639457345008850098e+00
1.099369525909423828e-01,1.128852069377899170e-01,1.639441490173339844e+00
1.106171309947967529e-01,1.138056963682174683e-01,1.639425039291381836e+00
1.113100051879882812e-01,1.147488877177238464e-01,1.639407753944396973e+00
1.120159775018692017e-01,1.157157197594642639e-01,1.639389634132385254e+00
1.127354651689529419e-01,1.167071908712387085e-01,1.639370560646057129e+00
1.134689077734947205e-01,1.177243590354919434e-01,1.639350771903991699e+00
1.142167523503303528e-01,1.187683492898941040e-01,1.639329910278320312e+00
1.149794757366180420e-01,1.198403537273406982e-01,1.639307975769042969e+00
1.157575771212577820e-01,1.209416389465332031e-01,1.639285087585449219e+00
1.165515780448913574e-01,1.220735535025596619e-01,1.639260768890380859e+00
1.173620223999023438e-01,1.232375428080558777e-01,1.639235258102416992e+00
1.181894838809967041e-01,1.244351342320442200e-01,1.639208436012268066e+00
1.190345659852027893e-01,1.256679743528366089e-01,1.639180183410644531e+00
