x0,x1,func_val
1.005759313702583313e-01,1.007199287414550781e-01,1.639630436897277832e+00
1.011618673801422119e-01,1.014555171132087708e-01,1.639620542526245117e+00
1.017581000924110413e-01,1.022073328495025635e-01,1.639610171318054199e+00
1.023649349808692932e-01,1.029759868979454041e-01,1.639599442481994629e+00
1.029826924204826355e-01,1.037621125578880310e-01,1.639588236808776855e+00
1.036117002367973328e-01,1.045663729310035706e-01,1.639576435089111328e+00
1.042523011565208435e-01,1.053894832730293274e-01,1.639564275741577148e+00
1.049048528075218201e-01,1.062321811914443970e-01,1.639551520347595215e+00
1.055697351694107056e-01,1.070952489972114563e-01,1.639538168907165527e+00
1.062473356723785400e-01,1.079795211553573608e-01,1.639524221420288086e+00
1.069380640983581543e-01,1.088858768343925476e-01,1.639509677886962891e+00
1.076423525810241699e-01,1.098152399063110352e-01,1.639494419097900391e+00
1.083606407046318054e-01,1.107686012983322144e-01,1.639478325843811035e+00
1.090934053063392639e-01,1.117470040917396545e-01,1.639461517333984375e+00
1.098411306738853455e-01,1.127515584230422974e-01,1.639443874359130859e+00
1.106043308973312378e-01,1.137834414839744568e-01,1.639425277709960938e+00
1.113835498690605164e-01,1.148439049720764160e-01,1.639405965805053711e+00
1.121793463826179504e-01,1.159342899918556213e-01,1.639385461807250977e+00
1.129923164844512939e-01,1.170560270547866821e-01,1.639363765716552734e+00
1.138230860233306885e-01,1.182106286287307739e-01,1.639340996742248535e+00
1.146723106503486633e-01,1.193997263908386230e-01,1.639316916465759277e+00
1.155406832695007324e-01,1.206250563263893127e-01,1.639291524887084961e+00
1.164289265871047974e-01,1.218884885311126709e-01,1.639264583587646484e+00
1.173378005623817444e-01,1.231920272111892700e-01,1.639236211776733398e+00
1.182681247591972351e-01,1.245378255844116211e-01,1.639205932617187500e+00
1.192207410931587219e-01,1.259281933307647705e-01,1.639173984527587891e+00
1.201965585350990295e-01,1.273656487464904785e-01,1.639139890670776367e+00
1.211965233087539673e-01,1.288528740406036377e-01,1.639103531837463379e+00
1.222216486930847168e-01,1.303927898406982422e-01,1.639064908027648926e+00
1.232729926705360413e-01,1.319885551929473877e-01,1.639023780822753906e+00
1.243516951799392700e-01,1.336435973644256592e-01,1.638979554176330566e+00
1.254589557647705078e-01,1.353616565465927124e-01,1.638932347297668457e+00
1.265960335731506348e-01,1.371468007564544678e-01,1.638881683349609375e+00
1.277642995119094849e-01,1.390034705400466919e-01,1.638827085494995117e+00
1.289651989936828613e-01,1.409365385770797729e-01,1.638768672943115234e+00
1.302002668380737305e-01,1.429513394832611084e-01,1.638705253601074219e+00
1.314711421728134155e-01,1.450537443161010742e-01,1.638636946678161621e+00
1.327795684337615967e-01,1.472502201795578003e-01,1.638562679290771484e+00
1.341274380683898926e-01,1.495479345321655273e-01,1.638482093811035156e+00
1.355167478322982788e-01,1.519548296928405762e-01,1.638394594192504883e+00
1.369496583938598633e-01,1.544797271490097046e-01,1.638298630714416504e+00
1.384284794330596924e-01,1.571324914693832397e-01,1.638193607330322266e+00
1.399556845426559448e-01,1.599241793155670166e-01,1.638078451156616211e+00
1.415339708328247070e-01,1.628671884536743164e-01,1.637951374053955078e+00
1.431662142276763916e-01,1.659755259752273560e-01,1.637810945510864258e+00
1.448555439710617065e-01,1.692650616168975830e-01,1.637654662132263184e+00
1.466053426265716553e-01,1.727538704872131348e-01,1.637480497360229492e+00
1.484192758798599243e-01,1.764626353979110718e-01,1.637285470962524414e+00
1.503013223409652710e-01,1.804151087999343872e-01,1.637065887451171875e+00
1.522558182477951050e-01,1.846387833356857300e-01,1.636817455291748047e+00
1.542874872684478760e-01,1.891656368970870972e-01,1.636534452438354492e+00
1.564015001058578491e-01,1.940331012010574341e-01,1.636210083961486816e+00
1.586035192012786865e-01,1.992853283882141113e-01,1.635836005210876465e+00
1.608997583389282227e-01,2.049748152494430542e-01,1.635400652885437012e+00
1.632970720529556274e-01,2.111644744873046875e-01,1.634890079498291016e+00
1.658030152320861816e-01,2.179304510354995728e-01,1.634285211563110352e+00
1.684259623289108276e-01,2.253658771514892578e-01,1.633560538291931152e+00
1.711751967668533325e-01,2.335859388113021851e-01,1.632681846618652344e+00
1.740610748529434204e-01,2.427350282669067383e-01,1.631601095199584961e+00
1.770951747894287109e-01,2.529967427253723145e-01,1.630250215530395508e+00
1.802904456853866577e-01,2.646084129810333252e-01,1.628529787063598633e+00
1.836615055799484253e-01,2.778826355934143066e-01,1.626290917396545410e+00
1.872248649597167969e-01,2.932401001453399658e-01,1.623301744461059570e+00
1.909992396831512451e-01,3.112611174583435059e-01,1.619187593460083008e+00
1.950060129165649414e-01,3.327696919441223145e-01,1.613313913345336914e+00
1.992696523666381836e-01,3.589759767055511475e-01,1.604543685913085938e+00
2.038183659315109253e-01,3.917293548583984375e-01,1.590701341629028320e+00
