x0,x1,func_val
8.030278205871582031e+00,1.072643470764160156e+01,-6.854379177093505859e+00
8.047576904296875000e+00,6.105786800384521484e+00,-8.853308677673339844e+00
8.149448394775390625e+00,6.763906002044677734e+00,-9.084296226501464844e+00
8.041453361511230469e+00,6.185718059539794922e+00,-9.087775230407714844e+00
8.155234336853027344e+00,6.716178417205810547e+00,-9.207080841064453125e+00
8.035546302795410156e+00,6.237603664398193359e+00,-9.210663795471191406e+00
8.160550117492675781e+00,6.681184291839599609e+00,-9.281147003173828125e+00
8.030141830444335938e+00,6.275056838989257812e+00,-9.284192085266113281e+00
8.165333747863769531e+00,6.654081344604492188e+00,-9.329168319702148438e+00
8.025272369384765625e+00,6.303656578063964844e+00,-9.331405639648437500e+00
8.169603347778320312e+00,6.632397651672363281e+00,-9.361676216125488281e+00
8.020915985107421875e+00,6.326250553131103516e+00,-9.363037109375000000e+00
8.173393249511718750e+00,6.614689826965332031e+00,-9.384299278259277344e+00
8.017043113708496094e+00,6.344495296478271484e+00,-9.384826660156250000e+00
8.176740646362304688e+00,6.600033760070800781e+00,-9.400337219238281250e+00
8.013616561889648438e+00,6.359446048736572266e+00,-9.400126457214355469e+00
8.179683685302734375e+00,6.587794303894042969e+00,-9.411867141723632812e+00
8.010601043701171875e+00,6.371821880340576172e+00,-9.411009788513183594e+00
8.182259559631347656e+00,6.577511310577392578e+00,-9.420230865478515625e+00
8.007960319519042969e+00,6.382139682769775391e+00,-9.418831825256347656e+00
8.184502601623535156e+00,6.568836688995361328e+00,-9.426344871520996094e+00
8.005660057067871094e+00,6.390784263610839844e+00,-9.424498558044433594e+00
8.186448097229003906e+00,6.561499595642089844e+00,-9.430852890014648438e+00
8.003664016723632812e+00,6.398053169250488281e+00,-9.428640365600585938e+00
8.188129425048828125e+00,6.555282115936279297e+00,-9.434190750122070312e+00
8.001939773559570312e+00,6.404180526733398438e+00,-9.431674957275390625e+00
8.189575195312500000e+00,6.550007820129394531e+00,-9.436678886413574219e+00
8.000456809997558594e+00,6.409355640411376953e+00,-9.433925628662109375e+00
8.190814971923828125e+00,6.545529842376708984e+00,-9.438551902770996094e+00
7.999185562133789062e+00,6.413732051849365234e+00,-9.435594558715820312e+00
8.191873550415039062e+00,6.541726589202880859e+00,-9.439962387084960938e+00
7.998100757598876953e+00,6.417437076568603516e+00,-9.436854362487792969e+00
8.192774772644042969e+00,6.538495063781738281e+00,-9.441045761108398438e+00
7.997178077697753906e+00,6.420576095581054688e+00,-9.437804222106933594e+00
8.193538665771484375e+00,6.535748481750488281e+00,-9.441878318786621094e+00
7.996396541595458984e+00,6.423237323760986328e+00,-9.438535690307617188e+00
8.194184303283691406e+00,6.533414363861083984e+00,-9.442523002624511719e+00
7.995736598968505859e+00,6.425494194030761719e+00,-9.439098358154296875e+00
8.194727897644042969e+00,6.531430244445800781e+00,-9.443035125732421875e+00
7.995181083679199219e+00,6.427409648895263672e+00,-9.439542770385742188e+00
8.195183753967285156e+00,6.529743671417236328e+00,-9.443442344665527344e+00
7.994716644287109375e+00,6.429035186767578125e+00,-9.439894676208496094e+00
8.195564270019531250e+00,6.528309345245361328e+00,-9.443773269653320312e+00
7.994329452514648438e+00,6.430416107177734375e+00,-9.440182685852050781e+00
8.195880889892578125e+00,6.527089595794677734e+00,-9.444045066833496094e+00
7.994007110595703125e+00,6.431589126586914062e+00,-9.440418243408203125e+00
8.196143150329589844e+00,6.526051998138427734e+00,-9.444268226623535156e+00
7.993741512298583984e+00,6.432586193084716797e+00,-9.440616607666015625e+00
8.196358680725097656e+00,6.525169372558593750e+00,-9.444458961486816406e+00
7.993523597717285156e+00,6.433433532714843750e+00,-9.440784454345703125e+00
8.196534156799316406e+00,6.524418354034423828e+00,-9.444622039794921875e+00
7.993347167968750000e+00,6.434154510498046875e+00,-9.440931320190429688e+00
8.196676254272460938e+00,6.523778438568115234e+00,-9.444766044616699219e+00
7.993204593658447266e+00,6.434768676757812500e+00,-9.441060066223144531e+00
8.196789741516113281e+00,6.523233413696289062e+00,-9.444890022277832031e+00
7.993091583251953125e+00,6.435291290283203125e+00,-9.441172599792480469e+00
8.196879386901855469e+00,6.522768974304199219e+00,-9.445001602172851562e+00
7.993002891540527344e+00,6.435736656188964844e+00,-9.441278457641601562e+00
8.196949005126953125e+00,6.522372722625732422e+00,-9.445103645324707031e+00
7.992934703826904297e+00,6.436116695404052734e+00,-9.441372871398925781e+00
8.197001457214355469e+00,6.522034645080566406e+00,-9.445196151733398438e+00
7.992883682250976562e+00,6.436441421508789062e+00,-9.441459655761718750e+00
8.197040557861328125e+00,6.521745204925537109e+00,-9.445279121398925781e+00
7.992846965789794922e+00,6.436718940734863281e+00,-9.441540718078613281e+00
8.197067260742187500e+00,6.521497726440429688e+00,-9.445353507995605469e+00
7.992822647094726562e+00,6.436956405639648438e+00,-9.441614151000976562e+00
8.197084426879882812e+00,6.521286010742187500e+00,-9.445427894592285156e+00
7.992807865142822266e+00,6.437159538269042969e+00,-9.441685676574707031e+00
8.197093009948730469e+00,6.521104335784912109e+00,-9.445494651794433594e+00
7.992802143096923828e+00,6.437334060668945312e+00,-9.441754341125488281e+00
8.197094917297363281e+00,6.520948410034179688e+00,-9.445556640625000000e+00
