x0,x1,func_val
1.006399244070053101e-01,1.007999181747436523e-01,1.639629364013671875e+00
1.012922078371047974e-01,1.016191840171813965e-01,1.639618396759033203e+00
1.019572541117668152e-01,1.024585887789726257e-01,1.639606714248657227e+00
1.026354804635047913e-01,1.033189594745635986e-01,1.639594554901123047e+00
1.033273339271545410e-01,1.042011901736259460e-01,1.639581918716430664e+00
1.040332689881324768e-01,1.051062047481536865e-01,1.639568567276000977e+00
1.047537699341773987e-01,1.060350015759468079e-01,1.639554500579833984e+00
1.054893359541893005e-01,1.069886386394500732e-01,1.639539837837219238e+00
1.062405034899711609e-01,1.079682335257530212e-01,1.639524459838867188e+00
1.070078313350677490e-01,1.089749783277511597e-01,1.639508247375488281e+00
1.077919006347656250e-01,1.100101396441459656e-01,1.639491081237792969e+00
1.085933297872543335e-01,1.110750809311866760e-01,1.639473080635070801e+00
1.094127669930458069e-01,1.121712401509284973e-01,1.639454126358032227e+00
1.102508902549743652e-01,1.133001670241355896e-01,1.639434099197387695e+00
1.111084148287773132e-01,1.144635155797004700e-01,1.639412879943847656e+00
1.119861006736755371e-01,1.156630590558052063e-01,1.639390468597412109e+00
1.128847450017929077e-01,1.169007048010826111e-01,1.639366865158081055e+00
1.138051897287368774e-01,1.181784942746162415e-01,1.639341711997985840e+00
1.147483289241790771e-01,1.194986328482627869e-01,1.639314889907836914e+00
1.157151013612747192e-01,1.208634972572326660e-01,1.639286518096923828e+00
1.167065128684043884e-01,1.222756505012512207e-01,1.639256238937377930e+00
1.177236139774322510e-01,1.237378716468811035e-01,1.639224052429199219e+00
1.187675297260284424e-01,1.252531558275222778e-01,1.639189481735229492e+00
1.198394596576690674e-01,1.268247812986373901e-01,1.639152765274047852e+00
1.209406629204750061e-01,1.284562945365905762e-01,1.639113306999206543e+00
1.220724955201148987e-01,1.301515549421310425e-01,1.639070987701416016e+00
1.232363879680633545e-01,1.319148093461990356e-01,1.639025449752807617e+00
1.244338750839233398e-01,1.337506622076034546e-01,1.638976573944091797e+00
1.256666034460067749e-01,1.356642097234725952e-01,1.638923645019531250e+00
1.269363164901733398e-01,1.376610249280929565e-01,1.638866543769836426e+00
1.282448917627334595e-01,1.397472769021987915e-01,1.638804674148559570e+00
1.295943260192871094e-01,1.419297754764556885e-01,1.638737440109252930e+00
1.309867948293685913e-01,1.442160755395889282e-01,1.638664245605468750e+00
1.324246078729629517e-01,1.466145962476730347e-01,1.638584256172180176e+00
1.339102685451507568e-01,1.491347104310989380e-01,1.638496518135070801e+00
1.354464590549468994e-01,1.517869383096694946e-01,1.638400316238403320e+00
1.370361000299453735e-01,1.545830965042114258e-01,1.638294219970703125e+00
1.386823356151580811e-01,1.575365364551544189e-01,1.638176918029785156e+00
1.403885781764984131e-01,1.606623679399490356e-01,1.638046503067016602e+00
1.421585381031036377e-01,1.639778167009353638e-01,1.637901306152343750e+00
1.439962536096572876e-01,1.675025969743728638e-01,1.637738466262817383e+00
1.459061056375503540e-01,1.712593436241149902e-01,1.637555360794067383e+00
1.478929072618484497e-01,1.752742826938629150e-01,1.637348175048828125e+00
1.499619185924530029e-01,1.795779019594192505e-01,1.637112379074096680e+00
1.521189063787460327e-01,1.842059344053268433e-01,1.636842012405395508e+00
1.543702334165573120e-01,1.892005354166030884e-01,1.636530637741088867e+00
1.567229032516479492e-01,1.946118175983428955e-01,1.636168241500854492e+00
1.591846793889999390e-01,2.004999071359634399e-01,1.635743618011474609e+00
1.617641746997833252e-01,2.069375962018966675e-01,1.635240674018859863e+00
1.644709706306457520e-01,2.140139788389205933e-01,1.634638428688049316e+00
1.673157662153244019e-01,2.218393385410308838e-01,1.633908748626708984e+00
1.703105419874191284e-01,2.305520325899124146e-01,1.633011817932128906e+00
1.734687983989715576e-01,2.403281927108764648e-01,1.631891250610351562e+00
1.768057644367218018e-01,2.513957917690277100e-01,1.630465030670166016e+00
1.803387254476547241e-01,2.640555500984191895e-01,1.628609299659729004e+00
1.840873509645462036e-01,2.787130177021026611e-01,1.626131653785705566e+00
1.880741864442825317e-01,2.959290444850921631e-01,1.622720122337341309e+00
1.923251599073410034e-01,3.165026009082794189e-01,1.617843866348266602e+00
1.968702822923660278e-01,3.416123092174530029e-01,1.610547065734863281e+00
2.017444968223571777e-01,3.730706274509429932e-01,1.598984479904174805e+00
2.069887667894363403e-01,4.138056039810180664e-01,1.579283237457275391e+00
2.126514613628387451e-01,4.688299000263214111e-01,1.542441129684448242e+00
2.187901139259338379e-01,5.472866296768188477e-01,1.464959859848022461e+00
2.254738211631774902e-01,6.666613817214965820e-01,1.279838085174560547e+00
2.327862679958343506e-01,8.568732738494873047e-01,8.477424383163452148e-01
2.408299446105957031e-01,1.088853001594543457e+00,7.991805076599121094e-01
2.497318238019943237e-01,6.699161529541015625e-01,1.271537303924560547e+00
2.596512138843536377e-01,8.619930148124694824e-01,8.333657979965209961e-01
2.707909941673278809e-01,1.091494560241699219e+00,8.072714805603027344e-01
2.834137380123138428e-01,6.552595496177673340e-01,1.294996500015258789e+00
2.978656589984893799e-01,8.388421535491943359e-01,8.823586702346801758e-01
3.146130442619323730e-01,1.077243447303771973e+00,7.445880174636840820e-01
3.342990875244140625e-01,7.305660843849182129e-01,1.131592035293579102e+00
3.578361272811889648e-01,9.536442160606384277e-01,6.439378857612609863e-01
